9500000,1,2,4,панельный,1981,35,11,43.2444569,76.9158669,3
13986000,1,5,9,кирпичный,1989,39.1,15,43.22783829999999,76.8584028,3
16300000,2,8,9,кирпичный,1990,50,9,43.2294291,76.9248458,3
45000000,4,3,5,кирпичный,1975,107,31,43.2251299,76.8504744,2
14500000,2,4,5,панельный,1990,54,9,43.2319858,76.9336429,3
14500000,1,3,5,кирпичный,1986,35.4,15,43.22783829999999,76.8584028,2
15400000,2,2,5,панельный,1987,52,9,43.2401158,76.9324839,3
32000000,2,1,14,монолитный,2005,82,9,43.2350038,76.9380189,2
66700000,3,2,9,монолитный,2008,125,9,43.2350038,76.9380189,2
66700000,3,2,9,монолитный,2008,125,31,43.2319306,76.8475912,2
23500000,2,6,17,монолитный,2015,75,4,43.1950226,76.8928664,3
43500000,3,18,22,монолитный,2013,133,9,43.2294291,76.9248458,3
30800000,4,7,8,панельный,1975,92,6,43.2055005,76.9016396,2
21918600,3,1,5,панельный,1980,63,31,43.2319306,76.8475912,2
13400000,1,12,17,монолитный,2014,45,5,43.19648,76.9059625,3
17500000,3,2,5,панельный,1976,56,31,43.2319306,76.8475912,2
32500000,3,12,17,монолитный,2014,110,32,43.2113288,76.84459989999999,3
13500000,1,12,17,монолитный,2014,45,31,43.2319306,76.8475912,3
14500000,1,15,17,монолитный,2014,45,31,43.2319306,76.8475912,3
14500000,1,15,17,монолитный,2014,45,11,43.2542522,76.91003549999999,3
17300000,3,2,5,панельный,1960,61.2,32,43.2113288,76.84459989999999,3
17800000,2,2,9,кирпичный,1990,54,32,43.2118217,76.8424292,3
19000000,2,2,9,монолитный,2004,57,32,43.2118217,76.8424292,3
17400000,2,9,9,монолитный,2005,59,31,43.2319306,76.8475912,3
16500000,1,2,17,монолитный,2014,45,32,43.2118217,76.8424292,3
17000000,2,1,9,монолитный,2006,60,13,43.2515682,76.8696775,3
19000000,3,2,5,панельный,1981,67,31,43.2319306,76.8475912,3
20500000,2,15,17,монолитный,2014,70,1,43.2285932,76.9505167,3
28000000,2,6,20,монолитный,2016,70,1,43.2285932,76.9505167,5
28000000,2,6,20,монолитный,2016,70,31,43.2319306,76.8475912,5
32300000,3,6,16,монолитный,2013,110,31,43.2319306,76.8475912,3
31500000,3,6,16,монолитный,2014,110,31,43.2319306,76.8475912,3
22000000,2,15,16,монолитный,2014,71,31,43.2319306,76.8475912,3
16500000,1,2,17,монолитный,2014,45,4,43.1950226,76.8928664,3
43500000,3,18,22,монолитный,2013,133,14,43.234193,76.8990666,3
14200000,2,1,4,панельный,1976,43,1,43.2285932,76.9505167,2
28000000,2,6,20,монолитный,2016,70,4,43.1950226,76.8928664,5
43500000,3,18,22,монолитный,2013,133,32,43.2159416,76.8584028,3
16850000,3,4,4,панельный,1967,59,31,43.2319306,76.8475912,3
14350000,3,1,4,панельный,1964,58.2,10,43.2343982,76.9212944,3
23000000,2,17,20,монолитный,2017,65,15,43.2271452,76.867772,2
17350000,3,3,4,панельный,1966,58,6,43.2055005,76.9016396,3
40535000,3,3,9,монолитный,2008,100,15,43.2247733,76.8627271,2
16550000,3,4,4,панельный,1963,59,1,43.236079,76.958981,3
66600000,2,6,9,монолитный,2002,133.3,1,43.2285932,76.9505167,5
28000000,2,6,20,монолитный,2016,70,9,43.2294291,76.9248458,5
25125000,3,7,8,панельный,1974,75,11,43.2474908,76.9184348,2
59760000,5,10,11,монолитный,2006,253.6,14,43.23107539999999,76.9035157,3
37000000,3,3,10,монолитный,2015,112,19,43.2594301,76.9280838,2
42000000,3,5,15,монолитный,2015,85,14,43.2362443,76.9001442,3
21850000,3,1,4,кирпичный,1974,70,8,43.2265398,76.8903009,2
22500000,3,1,5,кирпичный,1989,65.4,9,43.2294291,76.9248458,2
59000000,3,11,22,монолитный,2010,111,6,43.2055005,76.9016396,2
28810000,3,7,9,панельный,1996,71,14,43.236097,76.8945437,2
25000000,2,11,21,монолитный,2016,80.1,14,43.2322426,76.8998441,2
28500000,3,2,5,кирпичный,1986,70,7,43.2101992,76.8715631,2
12300000,1,2,16,монолитный,2014,38,15,43.22783829999999,76.8584028,3
10300000,1,2,5,кирпичный,1994,35,14,43.23581859999999,76.8991545,3
27950000,2,13,14,монолитный,2016,65,9,43.2401158,76.9324839,2
32000000,2,1,14,монолитный,2005,87,32,43.21089860000001,76.8431967,2
15500000,2,4,5,кирпичный,1984,54,31,43.2251299,76.8504744,3
12800000,1,2,9,монолитный,2005,45,14,43.2359586,76.89926109999999,3
28000000,2,13,14,монолитный,2016,65,7,43.2101992,76.8715631,2
21300000,3,1,5,панельный,1986,68,7,43.2101992,76.8715631,3
21300000,3,1,5,панельный,1986,68,1,43.2285932,76.9505167,3
27000000,2,2,9,монолитный,1990,56,2,43.24867649999999,76.9575012,5
38500000,2,6,12,монолитный,1973,74,19,43.259291,76.93942299999999,5
24000000,2,2,4,кирпичный,1973,53,2,43.24867649999999,76.9575012,5
38500000,2,6,12,монолитный,1973,74,19,43.259291,76.93942299999999,5
24000000,2,2,4,кирпичный,1973,53,31,43.2319306,76.8475912,5
11350000,2,2,4,панельный,1963,46,1,43.2285932,76.9505167,3
27500000,2,1,5,кирпичный,1991,50,15,43.2271452,76.867772,5
12500000,2,4,4,панельный,1965,44,1,43.242907,76.9483843,3
16500000,2,2,4,кирпичный,1960,45,14,43.24536390000001,76.9001509,5
16700000,3,2,5,панельный,1978,59,9,43.2269652,76.9274014,3
22000000,2,3,5,кирпичный,1979,46,1,43.2285932,76.9505167,5
55000000,2,10,22,монолитный,2008,78,31,43.2251299,76.8504744,5
21500000,3,8,9,монолитный,2005,74,1,43.2285932,76.9505167,3
33000000,3,6,12,монолитный,1989,63,2,43.26420239999999,76.94527029999999,5
35000000,2,5,5,кирпичный,1973,64,15,43.2271452,76.867772,5
13800000,2,2,4,панельный,1972,45,10,43.2284143,76.9196505,3
13200000,2,2,4,панельный,1962,43,15,43.22783829999999,76.8584028,2
